name,min megahertz,max megahertz,min megabytes,max megabytes,min megatexels,max megatexels,VendorID,MinDeviceID,MaxDeviceID,Unsupported,Laptop,m_nDriverVersion_BuildHigh,m_nDriverVersion_BuildLow,m_nDriverVersion_Vista_BuildHigh,m_nDriverVersion_Vista_BuildLow,DefaultRes,MaxDxLevel,DxLevel,MakeMeLast,CentroidHack,NoUserClipPlanes,ConVar.mat_antialias,ConVar.r_fastzreject,ConVar.mat_reducefillrate,ConVar.mat_forceaniso,ConVar.mat_picmip,ConVar.mat_slopescaledepthbias_decal,ConVar.mat_slopescaledepthbias_normal,ConVar.mat_depthbias_decal,ConVar.mat_depthbias_normal,ConVar.mat_trilinear,ConVar.mat_forcehardwaresync,ConVar.mat_specular,ConVar.mat_parallaxmap,ConVar.r_shadowrendertotexture,ConVar.r_waterforceexpensive,ConVar.r_waterforcereflectentities,ConVar.r_rootlod,ConVar.mat_vsync,ConVar.mat_bumpmap,ConVar.r_screenfademinsize,ConVar.r_screenfademaxsize,ConVar.mat_softwarelighting,ConVar.dsp_off,ConVar.dsp_slow_cpu,ConVar.r_shadows,ConVar.r_drawdetailprops,ConVar.r_drawmodeldecals,ConVar.r_drawflecks,ConVar.props_break_max_pieces,ConVar.r_decal_cullsize,ConVar.sv_alternateticks,ConVar.r_dynamic,ConVar.cl_ejectbrass,ConVar.cl_detaildist,ConVar.cl_detailfade,ConVar.r_dopixelvisibility,ConVar.r_VehicleViewDampen,ConVar.mat_forcemanagedtextureintohardware,ConVar.mat_hdr_level,ConVar.r_overlayfademin,ConVar.r_overlayfademax,ConVar.mat_colorcorrection,ConVar.mat_disable_ps_patch,ConVar.mat_motion_blur_enabled,ConVar.r_flashlightdepthtexture,ConVar.mat_disablehwmorph,ConVar.r_portal_stencil_depth,ConVar.mat_tonemapping_occlusion_use_stencil,DisableShaderOptimizations
ATI Radeon HD 3470,,,,,,,0x1002,0x95c0,0x95c0,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Mobility Radeon HD 3430,,,,,,,0x1002,0x95c2,0x95c2,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Mobility Radeon HD 3470,,,,,,,0x1002,0x95c4,0x95c4,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 3450,,,,,,,0x1002,0x95c5,0x95c5,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 4350,,,,,,,0x1002,0x95c6,0x95c6,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI FirePro V3700,,,,,,,0x1002,0x95cc,0x95cc,,,10,6706,1,693,800,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI FirePro 2450,,,,,,,0x1002,0x95cd,0x95cd,,,10,6706,1,693,800,,,,1,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI FireMV 2260,,,,,,,0x1002,0x95cf,0x95cf,,,10,6706,1,693,800,,,,1,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 3200,,,,,,,0x1002,0x9610,0x9610,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon 3100,,,,,,,0x1002,0x9611,0x9611,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 3200,,,,,,,0x1002,0x9612,0x9612,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon 3100,,,,,,,0x1002,0x9613,0x9613,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 3300,,,,,,,0x1002,0x9614,0x9614,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD 760G,,,,,,,0x1002,0x9616,0x9616,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMD Llano,,,,,,,0x1002,0x9640,0x9640,,,10,6706,1,693,1600,,,,1,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 4200,,,,,,,0x1002,0x9710,0x9710,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Mobility Radeon HD 4200,,,,,,,0x1002,0x9712,0x9712,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Mobility Radeon 4100,,,,,,,0x1002,0x9713,0x9713,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 4290,,,,,,,0x1002,0x9714,0x9714,,,10,6706,1,693,1280,,,,1,,4,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATI Radeon HD 4250,,,,,,,0x1002,0x9715,0x9715,,,10,6706,1,693,1280,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVidia Unknown,,,,,,,0x10de,0x0000,0xffff,,,0,0,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVIDIA GeForce FX 5900,,,,,,,0x10de,0x0001,0x0001,,,,,,,640,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,
NVidia GeForce 6800,,,,,,,0x10de,0x0040,0x0048,,,11,6371,11,6369,1024,,,,1,,2,1,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,2,,,,1,0,,,1,,
NVidia NV40G,,,,,,,0x10de,0x0049,0x0049,,,,,,,1024,,,,1,,2,1,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,2,,,,,0,,,1,,
NVidia Quadro FX 4000,,,,,,,0x10de,0x004e,0x004e,,,0,0,,,1024,,,,1,,2,1,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVIDIA GeForce 6800,,,,,,,0x10de,0x004f,0x004f,,,11,6371,11,6369,1024,,,,1,,2,1,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,2,,,,1,0,,,1,,
NVIDIA GeForce 7800,,,,,,,0x10de,0x0090,0x0095,,,11,6371,11,6369,1024,,,,1,,2,1,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,2,,,,1,0,,,1,,
Nvidia 7800 GTX,,,,,,,0x10de,0x0091,0x0091,,,11,6371,11,6369,1024,,,,1,,2,1,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,,,,,,0,,,1,,
NVIDIA GeForce 7800 GT,,,,,,,0x10de,0x0092,0x0092,,,11,6371,11,6369,1024,,,,1,,2,1,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,,,,,,0,,,1,,
NVIDIA G70,,,,,,,0x10de,0x0093,0x0094,,,11,6371,11,6369,1024,,,,1,,2,1,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,,,,,,0,,,1,,
NVIDIA GeForce 7800,,,,,,,0x10de,0x0095,0x0095,,,,,,,1024,,,,1,,2,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce Go 7800,,,,,,,0x10de,0x0098,0x0099,,,,,,,1024,,,,1,,,0,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,,,,,,0,,,1,,
NVIDIA GeForce Go 7800 GTX,,,,,,,0x10de,0x0099,0x0099,,,,,,,800,,,,1,,,0,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,,,,,,0,,,1,,
NVIDIA GeForce 7800,,,,,,,0x10de,0x009a,0x009a,,,11,6371,11,6369,1024,,,,1,,2,1,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,2,,,,1,0,,,1,,
NVIDIA Quadro FX 4500,,,,,,,0x10de,0x009d,0x009d,,,,,,,640,,,,1,1,4,0,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,,,,,,0,,,,,
NVIDIA G70GL,,,,,,,0x10de,0x009e,0x009e,,,11,6371,11,6369,640,,,,1,,4,0,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,,,,,,0,,,1,,
NVIDIA GeForce 6800,,,,,,,0x10de,0x00c0,0x00c3,,,11,6371,11,6369,1024,,,,1,,2,1,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,2,,,,1,0,,,1,,
NVIDIA GeForce 9500,,,,,,,0x10de,0x00c5,0x00c5,,,11,6371,11,6369,1280,,,,1,,2,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9800,,,,,,,0x10de,0x00c6,0x00c6,,,11,6371,11,6369,1280,,,,1,,2,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 6800,,,,,,,0x10de,0x00c8,0x00c8,,,11,6371,11,6369,1024,,,,1,,2,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,2,,,,1,0,,,1,,
NVIDIA GeForce Go 6800,,,,,,,0x10de,0x00c9,0x00c9,,,11,6371,11,6369,640,,,,1,,,1,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,2,,,,1,0,,,1,,
NVIDIA Quadro FX Go1400,,,,,,,0x10de,0x00cc,0x00cc,,,11,6371,11,6369,640,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVIDIA Quadro FX 3450/4000 SDI,,,,,,,0x10de,0x00cd,0x00cd,,,11,6371,11,6369,640,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
NVIDIA Quadro FX,,,,,,,0x10de,0x00ce,0x00ce,,,11,6371,11,6369,640,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
NVIDIA GeForce 6600,,,,,,,0x10de,0x00f0,0x00f2,,,11,6371,11,6369,640,,,,1,,,1,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,2,,,,1,0,,,1,,
NVIDIA GeForce 6200,,,,,,,0x10de,0x00f3,0x00f3,,,11,6371,11,6369,640,,,,1,,,1,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,0,,,,1,0,,,1,,
NVIDIA GeForce 6600,,,,,,,0x10de,0x00f4,0x00f4,,,11,6371,11,6369,640,,,,1,,,1,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,2,,,,1,0,,,1,,
NVIDIA GeForce 7800,,,,,,,0x10de,0x00f5,0x00f5,,,11,6371,11,6369,1024,,,,1,,2,0,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,,,,,,0,,,1,,
NVIDIA GeForce 6800,,,,,,,0x10de,0x00f6,0x00f6,,,11,6371,11,6369,1024,,,,1,,2,1,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,2,,,,1,0,,,1,,
NVIDIA GeForce 6600,,,,,,,0x10de,0x00f7,0x00f7,,,11,6371,11,6369,800,,80,,1,,,1,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,2,,,,1,0,,,1,,
NVIDIA Quadro FX 3400,,,,,,,0x10de,0x00f8,0x00f8,,,11,6371,11,6369,640,,80,,1,1,,1,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce 6800,,,,,,,0x10de,0x00f9,0x00f9,,,11,6371,11,6369,1024,,80,,1,,2,1,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,2,,,,1,0,,,1,,
NVidia GeForce PCX 5750,,,,,,,0x10de,0x00fa,0x00fa,,,11,6371,11,6369,1024,,80,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce PCX 5900,,,,,,,0x10de,0x00fb,0x00fb,,,11,6371,11,6369,1024,,80,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce PCX 5300,,,,,,,0x10de,0x00fc,0x00fc,,,11,6371,11,6369,800,,80,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia Quadro FX 330,,,,,,,0x10de,0x00fc,0x00fc,,,11,6371,11,6369,800,,80,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce PCX 5300,,,,,,,0x10de,0x00fc,0x00fc,,,11,6371,11,6369,800,,80,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia Quadro NVS 280 PCI-E,,,,,,,0x10de,0x00fd,0x00fd,,,11,6371,11,6369,800,,80,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia Quadro FX 330,,,,,,,0x10de,0x00fd,0x00fd,,,11,6371,11,6369,800,,80,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia Quadro PCI-E,,,,,,,0x10de,0x00fd,0x00fd,,,11,6371,11,6369,800,,80,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia Quadro FX 1300,,,,,,,0x10de,0x00fe,0x00fe,,,11,6371,11,6369,640,,80,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce PCX 4300,,,,,,,0x10de,0x00ff,0x00ff,,,11,6371,11,6369,640,,80,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia Quadro,,,,,,,0x10de,0x0103,0x0103,,,,,,,640,,80,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia Quadro2 MXR/EX/Go,,,,,,,0x10de,0x0113,0x0113,,1,,,,,800,,80,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce 6600,,,,,,,0x10de,0x0140,0x0144,,,11,6371,11,6369,800,,80,,1,,,1,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,2,,,,1,0,,,1,,
NVIDIA GeForce 6610 XL,,,,,,,0x10de,0x0145,0x0145,,,11,6371,11,6369,800,,80,,1,,,1,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,2,,,,1,0,,,1,,
NVIDIA GeForce 6600,,,,,,,0x10de,0x0146,0x0146,,,11,6371,11,6369,800,,80,,1,,,1,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,2,,,,1,0,,,1,,
NVIDIA GeForce 6700 XL,,,,,,,0x10de,0x0147,0x0147,,,11,6371,11,6369,800,,80,,1,,,1,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,2,,,,1,0,,,1,,
NVIDIA GeForce 6600,,,,,,,0x10de,0x0148,0x0148,,,11,6371,11,6369,800,,80,,1,,,1,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,2,,,,1,0,,,1,,
NVIDIA GeForce Go 6600 GT,,,,,,,0x10de,0x0149,0x0149,,1,11,6371,11,6369,800,,80,,1,,,1,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,2,,,,1,0,,,1,,
NVIDIA Quadro NVS 440,,,,,,,0x10de,0x014a,0x014a,,,11,6371,11,6369,800,,80,,1,,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
NVIDIA GeForce 9500,,,,,,,0x10de,0x014b,0x014b,,,11,6371,11,6369,1024,,80,,1,,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro FX 550,,,,,,,0x10de,0x014d,0x014d,,,11,6371,11,6369,800,,80,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
NVIDIA Quadro FX 540,,,,,,,0x10de,0x014e,0x014e,,,11,6371,11,6369,800,,80,,1,,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVIDIA GeForce 6200,,,,,,,0x10de,0x014f,0x014f,,,11,6371,11,6369,800,,80,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,0,,,1,,
NVidia Quadro2,,,,,,,0x10de,0x0153,0x0153,,,11,6371,11,6369,800,,80,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVIDIA GeForce 6500,,,,,,,0x10de,0x0160,0x0160,,,11,6371,11,6369,800,,80,,1,,,1,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,,,,,1,0,,,1,,
NVIDIA GeForce 6200,,,,,,,0x10de,0x0161,0x0163,,,11,6371,11,6369,640,,80,,1,,,1,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1600,400,,,0,0,,,,1,0,0,,1,,
NVIDIA Quadro NVS 285,,,,,,,0x10de,0x0165,0x0165,,,11,6371,11,6369,800,,80,,1,,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,
NVIDIA GeForce Go 6400,,,,,,,0x10de,0x0166,0x0166,,,11,6371,11,6369,800,,80,,1,,,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,
NVIDIA GeForce Go 6200,,,,,,,0x10de,0x0167,0x0167,,1,11,6371,11,6369,800,,80,,1,,,1,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1600,400,,,0,0,,,,1,0,0,,1,,
NVIDIA GeForce Go 6400,,,,,,,0x10de,0x0168,0x0168,,1,11,6371,11,6369,800,,80,,1,,,1,1,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,1600,400,,,0,0,,,,1,0,0,,1,,
NVIDIA GeForce 7100,,,,,,,0x10de,0x016a,0x016a,,,11,6371,11,6369,800,,80,,1,,,,1,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,
NVIDIA GeForce 9500,,,,,,,0x10de,0x016e,0x016e,,,11,6371,11,6369,1024,,80,,1,,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 9400,,,,,,,0x10de,0x016f,0x016f,,,11,6371,11,6369,1024,,80,,1,,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce4 MX,,,,,,,0x10de,0x0170,0x0173,,,11,6371,11,6369,640,,80,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVidia GeForce4 MX 440,,,,,,,0x10de,0x0171,0x0171,,,11,6371,11,6369,800,,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce4 MX 420,,,,,,,0x10de,0x0172,0x0172,,,11,6371,11,6369,800,,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce4 MX 440-SE,,,,,,,0x10de,0x0173,0x0173,,,11,6371,11,6369,800,,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce4 440 Go,,,,,,,0x10de,0x0174,0x0174,,1,11,6371,11,6369,800,,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce4 420 Go,,,,,,,0x10de,0x0175,0x0176,,1,11,6371,11,6369,800,,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce4 420 Go 32M,,,,,,,0x10de,0x0176,0x0176,,1,11,6371,11,6369,800,,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce4 460 Go,,,,,,,0x10de,0x0177,0x0177,,1,11,6371,11,6369,800,,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia Quadro4 550 XG,,,,,,,0x10de,0x0178,0x0178,,,11,6371,11,6369,800,,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce4 440 Go 64M,,,,,,,0x10de,0x0179,0x0179,,1,11,6371,11,6369,800,,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia Quadro NVS,,,,,,,0x10de,0x017a,0x017a,,,11,6371,11,6369,800,,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVIDIA GeForce FX 5200,,,,,,,0x10de,0x017b,0x017b,,,11,6371,11,6369,800,90,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia Quadro4 500 GoG,,,,,,,0x10de,0x017c,0x017c,,1,11,6371,11,6369,1024,,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce4 410 Go 16M,,,,,,,0x10de,0x017d,0x017d,,1,11,6371,11,6369,800,90,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce4 MX 440 with AGP8X,,,,,,,0x10de,0x0181,0x0181,,,11,6371,11,6369,800,,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce4 MX 4000,,,,,,,0x10de,0x0185,0x0185,,,11,6371,11,6369,800,,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce4 448 Go,,,,,,,0x10de,0x0186,0x0186,,1,11,6371,11,6369,800,,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia GeForce4 488 Go,,,,,,,0x10de,0x0187,0x0187,,1,11,6371,11,6369,800,,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia Quadro4 580 XG,,,,,,,0x10de,0x0188,0x0188,,,11,6371,11,6369,800,,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVIDIA GeForce4 MX 440 with AGP8X,,,,,,,0x10de,0x0189,0x0189,,,11,6371,11,6369,800,,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVIDIA GeForce4 MX,,,,,,,0x10de,0x0189,0x0189,,,11,6371,11,6369,800,90,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVidia Quadro NVS with AGP8X,,,,,,,0x10de,0x018a,0x018a,,,11,6371,11,6369,800,90,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVidia Quadro4 380 XG,,,,,,,0x10de,0x018b,0x018b,,,11,6371,11,6369,800,90,80,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVIDIA Quadro NVS 50 PCI,,,,,,,0x10de,0x018c,0x018c,,,11,6371,11,6369,800,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
NVidia GeForce4 448 Go,,,,,,,0x10de,0x018d,0x018d,,1,11,6371,11,6369,800,,70,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVIDIA GeForce 8600,,,,,,,0x10de,0x018f,0x018f,,,11,6371,11,6369,1024,,,,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA GeForce 8800,,,,,,,0x10de,0x0190,0x0194,,,11,6371,11,6369,1600,,,,1,1,2,1,,8,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
NVIDIA GeForce 8800,,,,,,,0x10de,0x0197,0x0197,,,11,6371,11,6369,1600,,,,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVIDIA Quadro FX 5600,,,,,,,0x10de,0x019d,0x019d,,,11,6371,11,6369,1024,90,80,,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVIDIA Quadro FX 4600,,,,,,,0x10de,0x019e,0x019e,,,11,6371,11,6369,1024,,,,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVidia GeForce2 Integrated GPU,,,,,,,0x10de,0x01a0,0x01a0,,1,11,6371,11,6369,800,,70,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,
NVIDIA GeForce 7350,,,,,,,0x10de,0x01d0,0x01d0,,,11,6371,11,6369,1024,,,,1,1,,1,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,
